"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL2364612";"LATANOPROSTENE BUNOD";"BOL-303259-X|LATANOPROSTENE BUNOD|Latanoprostene bunod|NCX 116|NCX-116|PF-3187207|VYZULTA|Vesneo";"BOL-303259-X|NCX 116|NCX-116|PF-3187207";"4.0";"Bausch And Lomb Inc";"'-nod; -prost-'";"2012";"nitrogen oxide (eg., nitrxyl and nitric oxide) donors; prostaglandins";"'-nod(-nod); -prost-(-prost-)'";"2017";"S01EE06";"S01EE - Prostaglandin analogues";"S01E - ANTIGLAUCOMA PREPARATIONS AND MIOTICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"";"US-7273946-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"0";"1";"0";"Prescription Only";"O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-]"
"CHEMBL1208422";"ROSE BENGAL FREE ACID";"NSC-10463|ROSE BENGAL";"NSC-10463";"4.0";"Sorin Biomedica Spa|Bracco Diagnostics Inc";"";"1966";"";"";"1971";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Discontinued";"O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12"
"CHEMBL1201600";"RABIES IMMUNE GLOBULIN";"BayRab|HUMAN RABIES GLOBULIN (HRIG)|HYPERRAB|IMOGAM|KAMRAB|RABIES IMMUNE GLOBULIN|RABIES IMMUNE GLOBULIN (HUMAN)|RABIES IMMUNE GLOBULIN HUMAN|RABIES IMMUNE GLOBULIN, HUMAN|RABIES IMMUNE GLOBULIN,HUMAN|RABIES IMMUNOGLOBULIN|RABIES IMMUNOGLOBULINS|Rabies immunoglobulin";"";"4.0";"";"'-bulin'";"";"antineoplastics (mitotic inhibitors; tubulin binders)";"'-bulin(-bulin)'";"";"J06BB05";"J06BB - Specific immunoglobulins";"J06B - IMMUNOGLOBULINS";"J06 - IMMUNE SERA AND IMMUNOGLOBULINS";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Immunizing Agent (passive)";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1983268";"ENTRECTINIB";"ENTRECTINIB|NMS-E628|ROZLYTREK|RXDX-101";"NMS-E628|RXDX-101";"4.0";"Genentech Inc";"'-tinib'";"2015";"tyrosine kinase inhibitors: tropomyosin receptor kinase (TRK) inhibitors";"'-tinib(-tinib (-trectinib))'";"2019";"L01EX14";"L01EX - Other protein kinase inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8299057-B2";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1"
"CHEMBL2108866";"STARCH";"BIO-SORB|STARCH";"";"4.0";"";"";"";"";"";"";"";"";"";"";"";"Dusting Powder; Pharmaceutic Aid";"None";"3:Oligosaccharide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL88055";"RIMITEROL";"RIMITEROL";"";"4.0";"";"'-terol'";"1971";"bronchodilators (phenethylamine derivatives)";"'-terol(-terol)'";"";"R03AC05";"R03AC - Selective beta-2-adrenoreceptor agonists";"R03A - ADRENERGICS, INHALANTS";"R03 - DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES";"R - RESPIRATORY SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Oc1ccc(C(O)C2CCCCN2)cc1O"
"CHEMBL2108888";"AGALSIDASE BETA";".ALPHA.--GALACTOSIDASE|AGALSIDASE BETA|AGALSIDASE BETA (GENETICAL RECOMBINATION)|FABRAZYME";"";"4.0";"";"'-ase'";"";"enzymes";"'-ase(-ase)'";"2003";"A16AB04";"A16AB - Enzymes";"A16A - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A16 - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"2:Enzyme";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL1455497";"MALIC ACID";"APPLE ACID|D,L-MALIC ACID|DL-MALIC ACID|E-296|E296|FEMA NO. 2655|HYDROXYBUTANEDIOIC ACID|HYDROXYBUTANEDIOIC ACID, (-)-|HYDROXYSUCCINIC ACID|HYDROXYSUCCINNIC ACID (-)|INS NO. 296|INS NO.296|INS-296|L-MALATE|L-MALIC ACID|MALATE|MALIC ACID|MALIC ACID L-(-)-FORM|MALIC ACID, DL-|MALIC ACID, L-|NSC-25941|NSC-9232|POMALOUS ACID|SALIVIX";"E-296|E296|FEMA NO. 2655|INS NO. 296|INS NO.296|INS-296|NSC-25941|NSC-9232";"4.0";"";"";"";"";"";"";"";"";"";"";"";"Pharmaceutic Aid (acidifying agent)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=C(O)CC(O)C(=O)O"
"CHEMBL424";"SALICYLIC ACID";"2-HYDROXY-BENZOIC ACID|ACNISAL|Advanced Pain Relief Callus Removers|Advanced Pain Relief Com Removers|BAZUKA|COMPOUND V|CUPLEX VERRUCA|Clear Away Wart Remover|Compound W|DUOFILM|Dr. Scholl's Callus Removers|Dr. Scholl's Corn Removers|Dr. Scholl's Wart Remover Kit|Duofilm Wart Remover|Duoplant|EDINBURGH|ERYTEX|FEMA NO. 3985|Freezone|GPPE PAINT|Ionil|Ionil-Plus|JADIT|K-557|KERALYT|LAMIVUDINE IMPURITY, SALICYLIC ACID-|LAMIVUDINE RELATED COMPOUND SALICYLIC ACID|METANIUM|NECOL|NOXACORN|NSC-180|OCCLUSAL|PHISO-CLEAR|PHYTEX|PHYTOCIL|POSALFILIN|PYRALVEX|SALACTOL|SALATAC|SALICYLIC ACID|SALICYLIC ACID RS|Salicylic Acid|Salicylic Acid Soap|Saligel|Stri-Dex|THWART|TOEPEDO|VERRUGON|WARTEX";"FEMA NO. 3985|K-557|NSC-180";"4.0";"";"'sal-'";"";"anti-inflammatory agents (salicylic acid derivatives)";"'sal-(sal-)'";"";"S01BC08 | D01AE12";"S01BC - Antiinflammatory agents, non-steroids | D01AE - Other antifungals for topical use";"S01B - ANTIINFLAMMATORY AGENTS | D01A - ANTIFUNGALS FOR TOPICAL USE";"S01 - OPHTHALMOLOGICALS | D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE";"S - SENSORY ORGANS | D - DERMATOLOGICALS";"Keratolytic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)c1ccccc1O"
"CHEMBL1201321";"DIFENOXIN";"ACSCN-9168|DIFENOXIN|DIPHENOXYLATE RELATED COMPOUND A|DIPHENOXYLIC ACID|IDS-ND-007|LYSPAFEN|MCN-JR 15403-11|MCN-JR-15,403-11|R 15,403 [AS HYDROCHLORIDE]|R-15403";"IDS-ND-007|MCN-JR-15,403-11|R 15,403 [AS HYDROCHLORIDE]|R-15403";"4.0";"Sebela Ireland Ltd";"'-oxin'";"1971";"fluoroquinolone derivatives, nonantibacterial indication (e.g., antineoplastic antibiotics)";"'-oxin(-oxin)'";"1978";"A07DA04";"A07DA - Antipropulsives";"A07D - ANTIPROPULSIVES";"A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS";"A - ALIMENTARY TRACT AND METABOLISM";"Antiperistaltic";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1"
"CHEMBL1201323";"BETAZOLE";"BETAZOLE|Betazole";"";"4.0";"Eli Lilly And Co";"";"";"";"";"1982";"V04CG02";"V04CG - Tests for gastric secretion";"V04C - OTHER DIAGNOSTIC AGENTS";"V04 - DIAGNOSTIC AGENTS";"V - VARIOUS";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Discontinued";"NCCc1cc[nH]n1"
"CHEMBL2111030";"PROTHIPENDYL";"PROTHIPENDYL";"";"4.0";"";"";"";"";"";"";"N05AX07";"N05AX - Other antipsychotics";"N05A - ANTIPSYCHOTICS";"N05 - PSYCHOLEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(C)CCCN1c2ccccc2Sc2cccnc21"
"CHEMBL3833342";"NUSINERSEN SODIUM";"NUSINERSEN SODIUM|SPINRAZA";"";"4.0";"Biogen Idec Inc";"'-rsen'";"";"antisense oligonucleotides: neurologic indications";"'-rsen(-rsen (-nersen))'";"2016";"";"";"";"";"";"";"US-7101993-B1";"4:Oligonucleotide";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL1336";"SORAFENIB";"BAY 43-9006|BAY-43-9006|Nexavar|SORAFENIB|Sorafenib";"BAY 43-9006|BAY-43-9006";"4.0";"Teva Pharmaceuticals Usa Inc|Bayer Healthcare Pharmaceuticals Inc|Dr Reddys Laboratories Ltd|Mylan Pharmaceuticals Inc";"'-rafenib'";"2007";"rapidly accelerated fibrosarcoma (RAF) kinase inhibitors";"'-rafenib(-rafenib)'";"2005";"L01EX02";"L01EX - Other protein kinase inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8618141-B2";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1"
"CHEMBL1201607";"NATALIZUMAB";"AN100226M|ANTEGRAN|ANTEGREN|NATALIZUMAB|TYSABRI";"AN100226M|ANTEGRAN";"4.0";"";"'-mab'";"";"monoclonal antibodies";"'-mab(-mab)'";"2004";"L04AA23";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"1";"Prescription Only";""
"CHEMBL1195";"PROPOXYCAINE";"PROPOXYCAINE|Propoxycaine";"";"4.0";"Eastman Kodak Co";"'-caine'";"";"local anesthetics";"'-caine(-caine)'";"1982";"";"";"";"";"";"Anesthetic (local)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Discontinued";"CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC"
"CHEMBL1368";"SODIUM PHOSPHATE, MONOBASIC";"E-339(I)|E339|INS NO.339(I)|INS-339(I)|Ionosol B|Ionosol MB|Ionosol T|MONOBASIC SODIUM PHOSPHATE|MONOSODIUM PHOSPHATE|MONOSODIUM PHOSPHATE, ANHYDROUS|SODIUM ACID PHOSPHATE|SODIUM BIPHOSPHATE|SODIUM BIPHOSPHATE, ANHYDROUS|SODIUM DIHYDROGEN PHOSPHATE|SODIUM ORTHOPHOSPHATE MONOBASIC|SODIUM PHOSPHATE MONOBASIC|SODIUM PHOSPHATE MONOBASIC (ANHYDROUS)|SODIUM PHOSPHATE, MONOBASIC|SODIUM PHOSPHATE, MONOBASIC ANHYDROUS|SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS|SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE|SODIUM PHOSPHATE,MONOBASIC|SODIUM PRIMARY PHOSPHATE|Sodium Phosphate, Monobasic";"E-339(I)|INS NO.339(I)|INS-339(I)";"4.0";"Fresenius Kabi Usa Llc|Salix Pharmaceuticals Inc|Hospira Inc|Novel Laboratories Inc|Hospira Worldwide, Inc|Icu Medical Inc";"";"";"";"";"1983";"";"";"";"";"";"";"US-7687075-B2";"9:Inorganic";"0";"0";"Unknown";"0";"1";"1";"0";"0";"Prescription Only";"O=P([O-])(O)O.[Na+]"
"CHEMBL1742471";"EBROTIDINE";"EBROTIDINE";"";"4.0";"";"'-tidine'";"";"H2-receptor antagonists (cimetidine type)";"'-tidine(-tidine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Withdrawn";"NC(N)=Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1"
"CHEMBL1201507";"GLATIRAMER ACETATE";"COP-1|COPOLYMER-1|Copaxone|GLATIRAMER ACETATE|GLATOPA|Glatiramer acetate";"COP-1|COPOLYMER-1";"4.0";"Sandoz Inc|Mylan Pharmaceuticals Inc|Teva Pharmaceuticals Usa";"'-mer'";"1997";"polymers";"'-mer(-mer)'";"1996";"L03AX13";"L03AX - Other immunostimulants";"L03A - IMMUNOSTIMULANTS";"L03 - IMMUNOSTIMULANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"Immunomodulator";"None";"10:Polymer";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL1201534";"DANAPAROID SODIUM";"DANAPAROID|DANAPAROID SODIUM|ORG 10172|ORG-10172|Orgaran|SODIUM DANAPAROID";"ORG 10172|ORG-10172";"4.0";"Aspen Global Inc";"'-paroid'";"1992";"antithrombotics (heparinoid type)";"'-paroid(-paroid)'";"1996";"B01AB09";"B01AB - Heparin group";"B01A - ANTITHROMBOTIC AGENTS";"B01 - ANTITHROMBOTIC AGENTS";"B - BLOOD AND BLOOD FORMING ORGANS";"Antithrombotic";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL668";"PROTRIPTYLINE";"PROTRIPTYLINE|Protriptyline";"";"4.0";"Epic Pharma Llc|Heritage Pharma Labs Inc Dba Avet Pharmaceuticals Labs Inc|Sigmapharm Laboratories Llc|Teva Womens Health Inc|Hikma Pharmaceuticals Usa Inc";"'-triptyline'";"1963";"antidepressants (dibenzol[a,d]cycloheptane derivatives)";"'-triptyline(-triptyline)'";"1967";"N06AA11";"N06AA - Non-selective monoamine reuptake inhibitors";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"Antidepressant";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"CNCCCC1c2ccccc2C=Cc2ccccc21"
"CHEMBL1201447";"CALFACTANT";"AEROFACT|CALFACTANT|INFASURF PRESERVATIVE FREE|Infasurf|SF-RI 1";"SF-RI 1";"4.0";"Ony Inc";"'-actant; -tant'";"1997";"pulmonary surfactants; tachykinin (neurokinin) receptor antagonists";"'-actant(-actant); -tant(-tant)'";"1998";"";"";"";"";"";"";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL3889654";"LAROTRECTINIB";"ARRY-470|BAY-2757556|BAY2757556|LAROTRECTINIB|LOXO-101";"ARRY-470|BAY-2757556|BAY2757556|LOXO-101";"4.0";"Bayer Healthcare Pharmaceuticals Inc";"'-tinib'";"2016";"tyrosine kinase inhibitors: tropomyosin receptor kinase (TRK) inhibitors";"'-tinib(-tinib (-trectinib))'";"2018";"L01EX12";"L01EX - Other protein kinase inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8513263-B2";"1:Synthetic Small Molecule";"1";"1";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1"
"CHEMBL1201413";"TECHNETIUM TC 99M DEPREOTIDE";"NEO TECT KIT|TECHNETIUM (99MTC) DEPREOTIDE|TECHNETIUM TC 99M DEPREOTIDE|TECHNETIUM TC-99M DEPREOTIDE|Technetium (99Mtc) Depreotide";"";"4.0";"Cis Bio International Sa";"'-tide'";"";"peptides: inhibition of growth hormone release";"'-tide(-tide (-reotide))'";"1999";"V09IA05";"V09IA - Technetium (99mTc) compounds";"V09I - TUMOUR DETECTION";"V09 - DIAGNOSTIC RADIOPHARMACEUTICALS";"V - VARIOUS";"Radioactive Agent";"None";"5:Oligopeptide";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL125";"MILTEFOSINE";"D-18506|HDPC|IMPAVIDO|MILTEFOSINE|Miltefosine|Miltex|NSC-605583|NSC-758968";"D-18506|HDPC|NSC-605583|NSC-758968";"4.0";"Knight Therapeutics Usa Inc";"'-fos-; -fosine'";"";"phosphoro-derivatives; cytostatic phospholipid derivatives";"'-fos-(-fos-); -fosine(-fosine)'";"2014";"P01CX04";"P01CX - Other agents against leishmaniasis and trypanosomiasis";"P01C - AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS";"P01 - ANTIPROTOZOALS";"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS";"";"None";"1:Synthetic Small Molecule";"0";"1";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C"
"CHEMBL1201863";"DEXLANSOPRAZOLE";"(R)-LANSOPRAZOLE|DEXILANT|DEXILANT SOLUTAB|DEXLANSOPRAZOLE|KAPIDEX|Kapidex|LANSOPRAZOLE R-FORM|LANSOPRAZOLE, (R)-|NSC-758710|T-168390|TAK-390";"NSC-758710|T-168390|TAK-390";"4.0";"Par Pharmaceutical Inc|Takeda Pharmaceuticals Usa Inc";"'-prazole'";"2006";"antiulcer agents (benzimidazole derivatives)";"'-prazole(-prazole)'";"2009";"A02BC06";"A02BC - Proton pump inhibitors";"A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)";"A02 - DRUGS FOR ACID RELATED DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM";"";"US-6664276-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1"
"CHEMBL350221";"OXITRIPTAN";"5-HYDROXY-L-TRYPTOPHAN|5-HYDROXYTRYPTOPHAN|5-HYDROXYTRYPTOPHAN L-FORM|5-HYDROXYTRYPTOPHAN, DL-|CINCOFARM|DL-5-HTP|DL-5-HYDROXYTRYPTOPHAN|DL-HYDROXYTRYPTOPHAN|DL-OXITRIPTAN|HYDROXYTRYPTOPHAN|L-5-HTP|L-5-HYDROXYTRYPTOPHAN|LEVOTHYM|LEVOTININE|LEVOTONINE|NSC-92523|OXITRIPTAN|OXYFAN|PRETONINE|QUIETIM|SEROTONYL|TELESOL|TRIPTENE|TRYPTOPHAN, 5-HYDROXY-, DL";"NSC-92523";"4.0";"";"'-triptan'";"";"antimigraine agents (5-HT1 receptor agonists); sumatriptan derivatives";"'-triptan(-triptan)'";"";"N06AX01";"N06AX - Other antidepressants";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O"
"CHEMBL30116";"PIPEMIDIC ACID";"DEBLASTON|DOLCOL|FILTRAX|MEMENTO 400|NSC-758160|NURIL|PI-COLI|PIPEACID|PIPEDAC|PIPEMID|PIPEMIDATE|PIPEMIDIC ACID|PIPEMIDIC ACID ANHYDROUS|PIPEMIDIC ACID HYDRATE|PIPEMIDIC ACID TRIHYDRATE|PIPRAM|PIPURIN|Pipemidic acid|TRACTUR|UROPIMID|UROSTEN|UROVAL";"NSC-758160";"4.0";"";"";"";"";"";"";"J01MB04";"J01MB - Other quinolones";"J01M - QUINOLONE ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21"
"CHEMBL3989843";"TRANYLCYPROMINE";"NSC-80664|TRANYLCYPROMINE";"NSC-80664";"4.0";"Strides Pharma Global Pte Ltd|Concordia Pharmaceuticals Inc|Novitium Pharma Llc|Crossmedika Sa";"";"";"";"";"1961";"N06AF04";"N06AF - Monoamine oxidase inhibitors, non-selective";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1"
"CHEMBL2109038";"IMCIROMAB PENTETATE";"C-4|IMCIROMAB|IMCIROMAB PENTETATE|INDIUM (111IN) IMCIROMAB|INDIUM IN 111 IMCIROMAB PENTETATE|INDIUM IN-111 IMCIROMAB PENTETATE|INDIUM IN-111 MYOSCINT|MYOSCINT INDIUM IN-111|Myoscint";"C-4";"4.0";"";"'-mab'";"1993";"monoclonal antibodies";"'-mab(-mab)'";"1996";"V09GX02";"V09GX - Other cardiovascular system diagnostic radiopharmaceuticals";"V09G - CARDIOVASCULAR SYSTEM";"V09 - DIAGNOSTIC RADIOPHARMACEUTICALS";"V - VARIOUS";"Monoclonal Antibody (antimyosin)";"None";"6:Antibody";"1";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";""
"CHEMBL1431";"METFORMIN";"LA-6023|METFORMIN|METFORMIN EXTENDED RELEASE|Metformin";"LA-6023";"4.0";"Sunshine Lake Pharma Co Ltd|Alkem Laboratories Ltd|Bristol Myers Squibb|Takeda Pharmaceuticals Usa Inc|Sun Pharmaceutical Industries Inc|Macleods Pharmaceuticals Ltd|Watson Laboratories Inc|Laurus Labs Ltd|Yichang Humanwell Pharmaceutical Co Ltd|Mylan Pharmaceuticals Inc";"'-formin'";"1969";"hypoglycemics (phenformin type)";"'-formin(-formin)'";"1995";"A10BA02";"A10BA - Biguanides";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"Antidiabetic";"US-6515117-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"CN(C)C(=N)NC(=N)N"
"CHEMBL1789844";"IPILIMUMAB";"BMS-734016|BMS734016|IPILIMUMAB|MDX-010|MDX-010 MDX-CTLA4|MDX-101|MDX-CTLA-4|MDX010|YERVOY";"BMS-734016|BMS734016|MDX-010|MDX-010 MDX-CTLA4|MDX-101|MDX-CTLA-4|MDX010";"4.0";"";"'-mab'";"2005";"monoclonal antibodies";"'-mab(-mab)'";"2011";"L01FX04";"L01FX - Other monoclonal antibodies and antibody drug conjugates";"L01F - MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"None";"6:Antibody";"1";"1";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";""
"CHEMBL658";"SUFENTANIL";"IDS-NS-001|R 30,730|R-30730|SUFENTANIL|SUFENTANYL|Sufentanil";"IDS-NS-001|R 30,730|R-30730";"4.0";"Acelrx Pharmaceuticals Inc|Hospira Inc|Watson Laboratories Inc|Hikma Pharmaceuticals Usa Inc|Akorn Operating Co Llc";"'-fentanil'";"1976";"narcotic analgesics (fentanyl derivatives)";"'-fentanil(-fentanil)'";"1984";"N01AH03";"N01AH - Opioid anesthetics";"N01A - ANESTHETICS, GENERAL";"N01 - ANESTHETICS";"N - NERVOUS SYSTEM";"Analgesic,Analgesic (narcotic)";"US-8202535-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"1";"0";"1";"Prescription Only";"CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1"
"CHEMBL33864";"LIPOIC ACID, ALPHA";".ALPHA.-LIPOIC ACID|6,8-THIOCTIC ACID|A-LIPOICUM ACIDUM|ACIDUM THIOCTICUM|ALPHA LIPOIC ACID|ALPHA-LIPOIC ACID|BILETAN|DL-6,8-THIOCTIC ACID|LIPOIC ACID, ALPHA|LIPOIC ACID, DL-|NSC-628502|NSC-90788|THIOCACID|THIOCTACID|THIOCTAN|THIOCTATE|THIOCTIC ACID|THIOCTIC ACID DL-FORM|TIOCTIC ACID";"NSC-628502|NSC-90788";"4.0";"";"";"";"";"";"";"A16AX01";"A16AX - Various alimentary tract and metabolism products";"A16A - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A16 - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A - ALIMENTARY TRACT AND METABOLISM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=C(O)CCCCC1CCSS1"
"CHEMBL3137320";"TALAZOPARIB";"BMN 673|BMN-673|LT-673|TALAZOPARIB";"BMN 673|BMN-673|LT-673";"4.0";"Pfizer Inc";"'-parib'";"2014";"poly-ADP-ribose polymerase inhibitors";"'-parib(-parib)'";"2018";"L01XK04";"L01XK - Poly (ADP-ribose) polymerase (PARP) inhibitors";"L01X - OTHER ANTINEOPLASTIC AGENTS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8012976-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1"
